[2025-10-16 17:46:28] ✅ All tables dropped and created successfully.
[2025-10-16 19:02:16] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2019\2.json
[2025-10-16 19:02:17] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2019\3.json
[2025-10-16 19:02:19] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2019\4.json
[2025-10-16 19:02:20] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2020\1.json
[2025-10-16 19:02:22] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2020\2.json
[2025-10-16 19:02:23] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2020\3.json
[2025-10-16 19:02:24] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2020\4.json
[2025-10-16 19:02:26] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2021\1.json
[2025-10-16 19:02:27] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2021\2.json
[2025-10-16 19:02:29] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2021\3.json
[2025-10-16 19:02:30] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2021\4.json
[2025-10-16 19:02:31] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2022\1.json
[2025-10-16 19:02:33] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2022\2.json
[2025-10-16 19:02:35] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2022\3.json
[2025-10-16 19:02:36] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2022\4.json
[2025-10-16 19:02:37] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2023\1.json
[2025-10-16 19:02:39] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2023\2.json
[2025-10-16 19:02:40] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2023\3.json
[2025-10-16 19:02:42] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2023\4.json
[2025-10-16 19:02:43] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2024\1.json
[2025-10-16 19:02:45] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2024\2.json
[2025-10-16 19:02:47] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2024\3.json
[2025-10-16 19:02:48] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2024\4.json
[2025-10-16 19:02:50] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2018\1.json
[2025-10-16 19:02:51] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2018\2.json
[2025-10-16 19:02:53] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2018\3.json
[2025-10-16 19:02:54] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2018\4.json
[2025-10-16 19:02:56] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2019\1.json
[2025-10-16 19:02:58] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2019\2.json
[2025-10-16 19:03:00] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2019\3.json
[2025-10-16 19:03:01] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2019\4.json
[2025-10-16 19:03:02] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2020\1.json
[2025-10-16 19:03:04] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2020\2.json
[2025-10-16 19:03:05] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2020\3.json
[2025-10-16 19:03:07] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2020\4.json
[2025-10-16 19:03:08] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2021\1.json
[2025-10-16 19:03:10] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2021\2.json
[2025-10-16 19:03:11] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2021\3.json
[2025-10-16 19:03:13] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2021\4.json
[2025-10-16 19:03:15] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2022\1.json
[2025-10-16 19:03:16] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2022\2.json
[2025-10-16 19:03:18] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2022\3.json
[2025-10-16 19:03:19] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2022\4.json
[2025-10-16 19:03:21] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2023\1.json
[2025-10-16 19:03:22] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2023\2.json
[2025-10-16 19:03:24] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2023\3.json
[2025-10-16 19:03:25] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2023\4.json
[2025-10-16 19:03:27] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2024\1.json
[2025-10-16 19:03:28] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2024\2.json
[2025-10-16 19:03:30] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2024\3.json
[2025-10-16 19:03:32] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\kerala\2024\4.json
[2025-10-16 19:03:32] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2018\1.json
[2025-10-16 19:03:34] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2018\2.json
[2025-10-16 19:03:34] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2018\3.json
[2025-10-16 19:03:35] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2018\4.json
[2025-10-16 19:03:36] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2019\1.json
[2025-10-16 19:03:37] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2019\2.json
[2025-10-16 19:03:38] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2019\3.json
[2025-10-16 19:03:39] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2019\4.json
[2025-10-16 19:03:40] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2020\1.json
[2025-10-16 19:03:41] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2020\2.json
[2025-10-16 19:03:41] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2020\3.json
[2025-10-16 19:03:42] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2020\4.json
[2025-10-16 19:03:43] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2021\1.json
[2025-10-16 19:03:44] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2021\2.json
[2025-10-16 19:03:45] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2021\3.json
[2025-10-16 19:03:46] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2021\4.json
[2025-10-16 19:03:47] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2022\1.json
[2025-10-16 19:03:48] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2022\2.json
[2025-10-16 19:03:48] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2022\3.json
[2025-10-16 19:03:49] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2022\4.json
[2025-10-16 19:03:50] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2023\1.json
[2025-10-16 19:03:51] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2023\2.json
[2025-10-16 19:03:52] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2023\3.json
[2025-10-16 19:03:53] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2023\4.json
[2025-10-16 19:03:54] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2024\1.json
[2025-10-16 19:03:54] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2024\2.json
[2025-10-16 19:03:55] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2024\3.json
[2025-10-16 19:03:56] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\ladakh\2024\4.json
[2025-10-16 19:03:57] ✅ Inserted 8 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2018\1.json
[2025-10-16 19:03:58] ✅ Inserted 9 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2018\2.json
[2025-10-16 19:03:58] ✅ Inserted 9 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2018\3.json
[2025-10-16 19:03:59] ✅ Inserted 9 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2018\4.json
[2025-10-16 19:03:59] ✅ Inserted 9 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2019\1.json
[2025-10-16 19:04:00] ✅ Inserted 9 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2019\2.json
[2025-10-16 19:04:01] ✅ Inserted 9 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2019\3.json
[2025-10-16 19:04:02] ✅ Inserted 9 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2019\4.json
[2025-10-16 19:04:02] ✅ Inserted 9 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2020\1.json
[2025-10-16 19:04:03] ✅ Inserted 9 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2020\2.json
[2025-10-16 19:04:04] ✅ Inserted 9 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2020\3.json
[2025-10-16 19:04:04] ✅ Inserted 9 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2020\4.json
[2025-10-16 19:04:05] ✅ Inserted 9 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2021\1.json
[2025-10-16 19:04:05] ✅ Inserted 9 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2021\2.json
[2025-10-16 19:04:06] ✅ Inserted 9 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2021\3.json
[2025-10-16 19:04:07] ✅ Inserted 9 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2021\4.json
[2025-10-16 19:04:07] ✅ Inserted 9 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2022\1.json
[2025-10-16 19:04:08] ✅ Inserted 9 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2022\2.json
[2025-10-16 19:04:09] ✅ Inserted 9 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2022\3.json
[2025-10-16 19:04:09] ✅ Inserted 9 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2022\4.json
[2025-10-16 19:04:10] ✅ Inserted 9 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2023\1.json
[2025-10-16 19:04:10] ✅ Inserted 9 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2023\2.json
[2025-10-16 19:04:11] ✅ Inserted 9 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2023\3.json
[2025-10-16 19:04:12] ✅ Inserted 9 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2023\4.json
[2025-10-16 19:04:12] ✅ Inserted 9 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2024\1.json
[2025-10-16 19:04:13] ✅ Inserted 9 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2024\2.json
[2025-10-16 19:04:13] ✅ Inserted 10 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2024\3.json
[2025-10-16 19:04:14] ✅ Inserted 10 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\lakshadweep\2024\4.json
[2025-10-16 19:04:16] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\madhya-pradesh\2018\1.json
[2025-10-16 19:04:17] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\madhya-pradesh\2018\2.json
[2025-10-16 19:04:18] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\madhya-pradesh\2018\3.json
[2025-10-16 19:04:20] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\madhya-pradesh\2018\4.json
[2025-10-16 19:04:21] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\madhya-pradesh\2019\1.json
[2025-10-16 19:04:23] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\madhya-pradesh\2019\2.json
[2025-10-16 19:04:24] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\madhya-pradesh\2019\3.json
[2025-10-16 19:04:25] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\madhya-pradesh\2019\4.json
[2025-10-16 19:04:27] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\madhya-pradesh\2020\1.json
[2025-10-16 19:04:28] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\madhya-pradesh\2020\2.json
[2025-10-16 19:04:30] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\madhya-pradesh\2020\3.json
